"site","treatment","chamber","date","days.post.fert","mean_flux","median_flux","lowb","upb","original_slope","adj.r2","mins_max","num_obs_total","num_obs_below_det"
"T15","160","D","16/02/17",2,0.00661229211568526,0.00661229211568526,NA,NA,1.36000000004253,0.226848086331536,4,19,19
"T15","160","E","16/02/17",2,0.0556415169359439,0.0556415169359439,NA,NA,11.4442105265955,0.765621957823836,4,19,16
"T15","80","A","15/02/17",1,0.00580785550489291,0.00580785550489291,NA,NA,1.19454545393792,0.0672475472651852,4,11,3
"T15","80","A","2/3/2017",16,-0.00994402753930604,-0.00994402753930604,NA,NA,-2.0452631579598,0.49605034249229,4,19,19
"T15","80","A","16/02/17",2,0.0386962389213762,0.0386962389213762,NA,NA,7.95894736862564,0.982803764357973,4,19,19
"T15","80","A","8/3/2017",22,0.0241973042744155,0.0241973042744155,NA,NA,4.97684210535271,0.938254786083263,4,19,19
"T15","80","A","17/02/17",3,0.585617753577036,0.585617753577036,NA,NA,120.448421055145,0.99407775049762,4,19,19
"T15","80","A","16/03/17",30,0.019007780895886,0.019007780895886,NA,NA,3.90947368430566,0.966197438481525,4,19,19
"T15","80","A","19/02/17",5,1.08739450913673,1.08739450913673,NA,NA,223.652631583554,0.986493160982984,4,19,19
"T15","80","B","15/02/17",1,0.0243098974841342,0.0243098974841342,NA,NA,5.00000000015579,0.650262556979544,4,19,13
"T15","80","B","2/3/2017",16,-0.011448682246608,-0.011448682246608,NA,NA,-2.35473684215178,0.747186389134213,4,19,19
"T15","80","B","16/02/17",2,0.0833803894332168,0.0833803894332168,NA,NA,17.1494736845831,0.922003178652846,4,19,19
"T15","80","B","8/3/2017",22,0.0167661524540437,0.0167661524540437,NA,NA,3.44842105268204,0.890839716709876,4,19,14
"T15","80","B","17/02/17",3,0.367253459693923,0.367253459693923,NA,NA,75.5357894752647,0.995390879822346,4,19,19
"T15","80","B","16/03/17",30,0.00175543049191885,0.00175543049191885,NA,NA,0.361052631570993,0.0555716892421831,4,19,19
"T15","80","B","19/02/17",5,0.509735048315335,0.509735048315335,NA,NA,104.841052633787,0.995623697307656,4,19,19
"T15","80","C  ","2/3/2017",16,0,0,NA,NA,0,NA,4,19,0
"T15","80","C","15/02/17",1,0.0307174746734406,0.0307174746734406,NA,NA,6.31789473699865,0.904883048762406,4,19,19
"T15","80","C","16/02/17",2,0.0896804912869519,0.0896804912869519,NA,NA,18.4452631584061,0.989363099422653,4,19,19
"T15","80","C","8/3/2017",22,0.0255996015187276,0.0255996015187276,NA,NA,5.26526315798591,0.892820414311664,4,19,11
"T15","80","C","17/02/17",3,0.735218303756163,0.735218303756163,NA,NA,151.217894739973,0.987564390407744,4,19,19
"T15","80","C","16/03/17",30,0.0204970819838777,0.0204970819838777,NA,NA,4.21578947379224,0.918915170946335,4,19,16
"T15","80","C","19/02/17",5,1.10306031886272,1.10306031886272,NA,NA,226.874736846793,0.994296559662082,4,19,19
"T15","80","D","15/02/17",1,0.0192124958218657,0.0192124958218657,NA,NA,3.95157894742322,0.193044233769673,4,19,15
"T15","80","D","2/3/2017",16,-0.0200467091462924,-0.0200467091462924,NA,NA,-4.12315789484518,0.479813876259374,4,19,17
"T15","80","D","16/02/17",2,0.0636970492811372,0.0636970492811372,NA,NA,13.1010526318948,0.902676412061032,4,19,19
"T15","80","D","8/3/2017",22,0.0234245054281819,0.0234245054281819,NA,NA,4.81789473694812,0.896842506550786,4,19,16
"T15","80","D","16/03/17",30,0.00791734977011095,0.00791734977011095,NA,NA,1.62842105268541,0.866002380477734,4,19,19
"T15","80","D","19/02/17",5,0.497124608862671,0.497124608862671,NA,NA,102.247368423213,0.995402004904782,4,19,19
"T15","80","E","15/02/17",1,0.0199699410488197,0.0199699410488197,NA,NA,4.10736842112873,0.59346110416832,4,19,15
"T15","80","E","2/3/2017",16,-0.0163925477140233,-0.0163925477140233,NA,NA,-3.37157894747038,0.913730725179646,4,19,18
"T15","80","E","16/02/17",2,0.0895371908381827,0.0895371908381827,NA,NA,18.4157894741038,0.967413185620657,4,19,19
"T15","80","E","8/3/2017",22,0.0166074983860563,0.0166074983860563,NA,NA,3.4157894736933,0.861142659911468,4,19,13
"T15","80","E","16/03/17",30,0.012318720682943,0.012318720682943,NA,NA,2.53368421059089,0.721016024432781,4,19,19
"T15","80","E","19/02/17",5,0.484017735713907,0.484017735713907,NA,NA,99.5515789494548,0.996818947409572,4,19,19
"T18","120","A","8/2/2017",0,0.0202923670578366,0.0202923670578366,NA,NA,4.17368421066205,0.788831895691903,4,19,10
"T18","120","A","9/2/2017",1,0.0346172940172232,0.0346172940172232,NA,NA,7.120000000184,0.913925745102327,4,19,19
"T18","120","A","22/02/17",14,0.0440444163641775,0.0440444163641775,NA,NA,9.05894736789723,0.490768851700043,4,19,19
"T18","120","A","2/3/2017",22,0.0171909359258662,0.0171909359258662,NA,NA,3.53578947373624,0.873992889905916,4,19,11
"T18","120","A","9/3/2017",29,0,0,NA,NA,0,NA,4,19,0
"T18","120","B","9/2/2017",1,0.0362652491725881,0.0362652491725881,NA,NA,7.45894736853301,0.811894370619209,4,19,19
"T18","120","B","22/02/17",14,0.379208811382193,0.379208811382193,NA,NA,77.994736843604,0.999078000304152,4,19,19
"T18","120","B","2/3/2017",22,-0.00331126393099212,-0.00331126393099212,NA,NA,-0.681052631599202,0.059207653536566,4,19,19
"T18","120","B","9/3/2017",29,0.0107577693706435,0.0107577693706435,NA,NA,2.21263157896895,0.786088213602798,4,19,14
"T18","120","C  ","8/2/2017",0,0.0234040339354918,0.0234040339354918,NA,NA,4.81368421061742,0.647958137676428,4,19,19
"T18","120","C","9/2/2017",1,0.0540140332727777,0.0540140332727777,NA,NA,11.1094736844762,0.973816225460798,4,19,18
"T18","120","C","22/02/17",14,0.0463576950336133,0.0463576950336133,NA,NA,9.53473684233199,0.988275231068246,4,19,19
"T18","120","C","2/3/2017",22,-0.00560407110396083,-0.00560407110396083,NA,NA,-1.15263157892643,0.573400227736035,4,19,5
"T18","120","C","9/3/2017",29,0.00340850352090925,0.00340850352090925,NA,NA,0.701052631595834,0.085805335974627,4,19,7
"T18","120","D","9/2/2017",1,0.0298474362369828,0.0298474362369828,NA,NA,6.13894736853427,0.976907956456316,4,19,19
"T18","120","D","2/3/2017",22,-0.00431948494268582,-0.00431948494268582,NA,NA,-0.888421052708985,0.147272730806927,4,19,19
"T18","120","D","9/3/2017",29,0.0034494465061359,0.0034494465061359,NA,NA,0.709473684225662,0.0545964178742409,4,19,19
"T18","120","E","8/2/2017",0,0.0169661969555681,0.0169661969555681,NA,NA,3.48956571436997,0.950000847066286,4,23,17
"T18","120","E","9/2/2017",1,0.0237111063247377,0.0237111063247377,NA,NA,4.8768421053506,0.904649935888668,4,19,18
"T18","120","E","2/3/2017",22,0.00414035938182409,0.00414035938182409,NA,NA,0.851578947351646,0.581543775142516,4,19,19
"T18","120","E","9/3/2017",29,-0.00205738500793851,-0.00205738500793851,NA,NA,-0.423157894710448,0.12732759941603,4,19,19
"T18","160","A","8/2/2017",0,0.00860141372743796,0.00860141372743796,NA,NA,1.76911764710642,0.30675044084359,3.5,16,5
"T18","160","A","9/2/2017",1,0.0426984157278722,0.0426984157278722,NA,NA,8.78210526331293,0.968945424821138,4,19,19
"T18","160","A","22/02/17",14,2.70271298777916,2.70271298777916,NA,NA,555.887368432401,0.992966058966311,4,19,19
"T18","160","A","2/3/2017",22,-0.0204203138863436,-0.0204203138863436,NA,NA,-4.20000000006316,0.619011448603804,4,19,10
"T18","160","A","9/3/2017",29,-0.022754064052142,-0.022754064052142,NA,NA,-4.680000001584,0.991176470404706,1.5,4,4
"T18","160","B","9/2/2017",1,0.0115305682171534,0.0115305682171534,NA,NA,2.37157894743038,0.884018886543625,4,19,12
"T18","160","B","22/02/17",14,0.265863274630491,0.265863274630491,NA,NA,54.6821052643866,0.993471609913345,4,19,19
"T18","160","B","2/3/2017",22,0.237535846719814,0.237535846719814,NA,NA,48.8557894746866,0.998699351852758,4,19,19
"T18","160","B","9/3/2017",29,0.0163041941010118,0.0163041941010118,NA,NA,3.35340659337636,0.98202084303948,3.166666667,14,14
"T18","160","C  ","8/2/2017",0,0.0243201332301569,0.0243201332301569,NA,NA,5.00210526325483,0.937068242264794,4,19,14
"T18","160","C","9/2/2017",1,0.0281022414917314,0.0281022414917314,NA,NA,5.78000000019495,0.930882615565446,4,19,12
"T18","160","C","22/02/17",14,1.08959007672027,1.08959007672027,NA,NA,224.104210530985,0.996808659263306,4,19,19
"T18","160","C","2/3/2017",22,-0.0230304291951336,-0.0230304291951336,NA,NA,-4.73684210533629,0.981020913271289,4,19,19
"T18","160","C","9/3/2017",29,0.00958065854558459,0.00958065854558459,NA,NA,1.97052631590402,0.191792739808617,4,19,10
"T18","160","D","9/2/2017",1,0.0372734701844354,0.0372734701844354,NA,NA,7.66631578967437,0.896862234612042,4,19,19
"T18","160","D","2/3/2017",22,-0.0189668379105979,-0.0189668379105979,NA,NA,-3.9010526316632,0.882172704622728,4,19,19
"T18","160","D","9/3/2017",29,-0.0085673196610331,-0.0085673196610331,NA,NA,-1.7621052632763,0.55897807488992,4,19,16
"T18","160","E","8/2/2017",0,0.0385171133608522,0.0385171133608522,NA,NA,7.92210526333777,0.984066582144978,4,19,19
"T18","160","E","9/2/2017",1,0.0892198827027913,0.0892198827027913,NA,NA,18.3505263162463,0.97838419095763,4,19,18
"T18","160","E","2/3/2017",22,-0.00546588852900128,-0.00546588852900128,NA,NA,-1.12421052633786,0.54383092638082,4,19,19
"T18","160","E","9/3/2017",29,0.000516905188636141,0.000516905188636141,NA,NA,0.106315789482371,-0.00205353663955976,4,19,19
"T18","80","A","8/2/2017",0,0,0,NA,NA,0,NA,4,19,0
"T18","80","A","9/2/2017",1,0,0,NA,NA,0,NA,4,19,0
"T18","80","A","22/02/17",14,0.00893068865441678,0.00893068865441678,NA,NA,1.8368421052626,0.615147815023488,4,19,7
"T18","80","A","2/3/2017",22,0,0,NA,NA,0,NA,4,19,0
"T18","80","A","9/3/2017",29,0.00791734977014166,0.00791734977014166,NA,NA,1.62842105269172,0.393472052931919,4,19,18
"T18","80","B","9/2/2017",1,0.0512196745300839,0.0512196745300839,NA,NA,10.5347368422899,0.973771766337112,4,19,14
"T18","80","B","22/02/17",14,-0.00044013709134769,-0.00044013709134769,NA,NA,-0.0905263158038115,-0.0500715917000587,4,19,2
"T18","80","B","2/3/2017",22,0,0,NA,NA,0,NA,4,19,0
"T18","80","B","9/3/2017",29,0.0109164234384159,0.0109164234384159,NA,NA,2.24526315791348,0.823100825360143,4,19,11
"T18","80","C ","8/2/2017",0,0.000931452914405259,0.000931452914405259,NA,NA,0.191578947431224,0.0372549020197317,4,19,1
"T18","80","C","9/2/2017",1,0.0243917834547104,0.0243917834547104,NA,NA,5.01684210544071,0.809253884918465,4,19,11
"T18","80","C","22/02/17",14,-0.000209832799083141,-0.000209832799083141,NA,NA,-0.0431578946860276,-0.0568983749039285,4,19,3
"T18","80","C","2/3/2017",22,-0.00264082254774836,-0.00264082254774836,NA,NA,-0.543157894753396,0.135978928888659,4,19,4
"T18","80","C","9/3/2017",29,0.00779963868741161,0.00779963868741161,NA,NA,1.60421052633912,0.41032971960194,4,19,17
"T18","80","D","9/2/2017",1,0.0517365797185972,0.0517365797185972,NA,NA,10.641052631747,0.989739081767103,4,19,17
"T18","80","D","2/3/2017",22,0,0,NA,NA,0,NA,4,19,0
"T18","80","D","9/3/2017",29,0.00894092440120708,0.00894092440120708,NA,NA,1.83894736851953,0.449059675578919,4,19,15
"T18","80","E","8/2/2017",0,0.017262586149652,0.017262586149652,NA,NA,3.55052631576423,0.800329374663234,4,19,10
"T18","80","E","9/2/2017",1,0.0494540082918968,0.0494540082918968,NA,NA,10.1715789475693,0.975062875648461,4,19,17
"T18","80","E","2/3/2017",22,0,0,NA,NA,0,NA,4,19,0
"T18","80","E","9/3/2017",29,0.0067914176757179,0.0067914176757179,NA,NA,1.39684210522934,0.548505757907127,4,19,18
"T27","120","A","9/2/2017",0,0.0194479179867424,0.0194479179867424,NA,NA,4.00000000000842,0.541872179362835,4,19,5
"T27","120","A","21/02/17",12,0.304800053589295,0.304800053589295,NA,NA,62.6905263170522,0.993558445821244,4,19,19
"T27","120","A","2/3/2017",21,0.00455490710737825,0.00455490710737825,NA,NA,0.936842105256288,0.592326388756777,4,19,19
"T27","120","A","9/3/2017",28,0.0118734657183691,0.0118734657183691,NA,NA,2.44210526319335,0.875143662109524,4,19,19
"T27","120","A","14/02/17",5,0.0551706726056071,0.0551706726056071,NA,NA,11.3473684213052,0.796802956692077,4,19,19
"T27","120","A","16/02/17",7,1.39946706047942,1.39946706047942,NA,NA,287.838947374496,0.987829956119912,4,19,19
"T27","120","A","17/02/17",8,1.50750024489636,1.50750024489636,NA,NA,310.058947374664,0.987006057458881,4,19,19
"T27","120","B","9/2/2017",0,0.00265105829377098,0.00265105829377098,NA,NA,0.545263157852432,0.240508249514247,4,19,2
"T27","120","B","21/02/17",12,1.72347960989104,1.72347960989104,NA,NA,354.481052639067,0.996921406589743,4,19,19
"T27","120","B","2/3/2017",21,0.217883213806938,0.217883213806938,NA,NA,44.813684211529,0.984187825624123,4,19,19
"T27","120","B","9/3/2017",28,0.0226619423283087,0.0226619423283087,NA,NA,4.66105263171205,0.957502254377846,4,19,19
"T27","120","B","14/02/17",5,0.0228205963963882,0.0228205963963882,NA,NA,4.69368421071973,0.749737097374152,4,19,19
"T27","120","B","16/02/17",7,1.46093783493766,1.46093783493766,NA,NA,300.482105269397,0.997365222628172,4,19,19
"T27","120","B","17/02/17",8,0.57272583110135,0.57272583110135,NA,NA,117.796842107825,0.994967225001997,4,19,19
"T27","120","C","9/2/2017",0,0.0168838635367738,0.0168838635367738,NA,NA,3.47263157903464,0.721125130464803,4,19,15
"T27","120","C","21/02/17",12,0.68650126919853,0.68650126919853,NA,NA,141.197894739779,0.994799521979987,4,19,19
"T27","120","C","2/3/2017",21,0.0294840672430464,0.0294840672430464,NA,NA,6.06421052643428,0.948576641535113,4,19,19
"T27","120","C","9/3/2017",28,0.0346838263681512,0.0346838263681512,NA,NA,7.13368421069405,0.972217951056205,4,19,19
"T27","120","C","14/02/17",5,0.0535175995772615,0.0535175995772615,NA,NA,11.0073684214129,0.826926637615296,4,19,19
"T27","120","C","16/02/17",7,1.75987280589428,1.75987280589428,NA,NA,361.966315797443,0.998070066013257,4,19,19
"T27","120","C","17/02/17",8,1.91088077118849,1.91088077118849,NA,NA,393.025263165993,0.993354813019631,4,19,19
"T27","120","D","9/2/2017",0,0.00280459448844001,0.00280459448844001,NA,NA,0.576842105228499,0.240379403745485,4,19,2
"T27","120","D","21/02/17",12,1.80497150413014,1.80497150413014,NA,NA,371.242105270989,0.997457664493496,4,19,19
"T27","120","D","2/3/2017",21,0.123555693696009,0.123555693696009,NA,NA,25.4126315794826,0.99437510453633,4,19,19
"T27","120","D","9/3/2017",28,0.0160496502125313,0.0160496502125313,NA,NA,3.30105263165057,0.934257968033222,4,19,19
"T27","120","D","14/02/17",5,0.0442542491671911,0.0442542491671911,NA,NA,9.10210526339167,0.813981502108444,4,19,19
"T27","120","D","16/02/17",7,5.84244116422647,5.84244116422647,NA,NA,1201.65894739407,0.970618749908623,4,19,19
"T27","120","E","9/2/2017",0,0.00967278026187626,0.00967278026187626,NA,NA,1.98947368422482,0.51090513930756,4,19,7
"T27","120","E","21/02/17",12,0.356971652526812,0.356971652526812,NA,NA,73.4210526331735,0.984299643450102,4,19,19
"T27","120","E","2/3/2017",21,-0.00631545547258476,-0.00631545547258476,NA,NA,-1.29894736843364,0.853427029208316,4,19,19
"T27","120","E","9/3/2017",28,0.00640245931635645,0.00640245931635645,NA,NA,1.31684210530597,0.854217488391573,4,19,19
"T27","120","E","14/02/17",5,0.0450270480132712,0.0450270480132712,NA,NA,9.26105263176468,0.916750208460433,4,19,19
"T27","120","E","16/02/17",7,1.46355306811979,1.46355306811979,NA,NA,301.020000006289,0.979652629244175,4,19,19
"T27","160","A","9/2/2017",0,0.0081681255550656,0.0081681255550656,NA,NA,1.68000000013389,0.244859582847524,4,19,7
"T27","160","A","21/02/17",12,3.77795766604351,3.77795766604351,NA,NA,777.041052646745,0.993851453426753,4,19,19
"T27","160","A","2/3/2017",21,0.040646148592945,0.040646148592945,NA,NA,8.360000000152,0.994193356985737,4,19,19
"T27","160","A","9/3/2017",28,0.00685283215394171,0.00685283215394171,NA,NA,1.40947368425303,0.291530618100274,4,19,12
"T27","160","A","14/02/17",5,0.126923254231446,0.126923254231446,NA,NA,26.1052631583981,0.979943042921778,4,19,19
"T27","160","A","16/02/17",7,5.66628397024203,5.66628397024203,NA,NA,1165.42736844461,0.993288020227154,4,19,19
"T27","160","A","17/02/17",8,1.50982887718523,1.50982887718523,NA,NA,310.537894743829,0.995811475444514,4,19,19
"T27","160","B","9/2/2017",0,0.0203793709015161,0.0203793709015161,NA,NA,4.19157894751543,0.842014739853115,4,19,9
"T27","160","B","21/02/17",12,2.46749553759973,2.46749553759973,NA,NA,507.508421063276,0.995234074126728,4,19,19
"T27","160","B","2/3/2017",21,4.22143161063299,4.22143161063299,NA,NA,868.253684228743,0.987621043729426,4,19,19
"T27","160","B","9/3/2017",28,0.380764644821696,0.380764644821696,NA,NA,78.3147368437206,0.946294998185414,4,19,19
"T27","160","B","14/02/17",5,0.0263672824927483,0.0263672824927483,NA,NA,5.42315789500519,0.854168297211704,4,19,15
"T27","160","B","16/02/17",7,5.84508710464478,5.84508710464478,NA,NA,1202.20315791987,0.977589190105822,4,19,19
"T27","160","B","17/02/17",8,1.09802433167797,1.09802433167797,NA,NA,225.838947372938,0.996268428271577,4,19,19
"T27","160","C","9/2/2017",0,0.0033624426623028,0.0033624426623028,NA,NA,0.691578947340698,0.224907810893901,4,19,2
"T27","160","C","21/02/17",12,2.6665091530835,2.6665091530835,NA,NA,548.441052642627,0.987561081205025,4,19,19
"T27","160","C","9/3/2017",28,0.00759492376137048,0.00759492376137048,NA,NA,1.56210526320893,0.722176474152747,4,19,19
"T27","160","C","14/02/17",5,0.0321658327764513,0.0321658327764513,NA,NA,6.61578947390593,0.712267799736375,4,19,15
"T27","160","C","16/02/17",7,4.36847834210369,4.36847834210369,NA,NA,898.497894754775,0.990294106937047,4,19,19
"T27","160","C","17/02/17",8,2.95570481142512,2.95570481142512,NA,NA,607.922105275483,0.988993516961261,4,19,19
"T27","160","D","9/2/2017",0,0.0224367559093318,0.0224367559093318,NA,NA,4.61473684220062,0.590553204447908,4,19,8
"T27","160","D","21/02/17",12,4.57978508891038,4.57978508891038,NA,NA,941.958947388005,0.997072650734426,4,19,19
"T27","160","D","2/3/2017",21,0.00420689173183093,0.00420689173183093,NA,NA,0.865263157672224,-0.0499061455173608,4,19,19
"T27","160","D","9/3/2017",28,0.00640245931632574,0.00640245931632574,NA,NA,1.31684210529966,0.315394498883929,4,19,10
"T27","160","D","14/02/17",5,0.0141099762869237,0.0141099762869237,NA,NA,2.90210526321062,0.289977083289255,4,19,19
"T27","160","E","9/2/2017",0,0.0224521095290413,0.0224521095290413,NA,NA,4.61789473698812,0.968500343250008,4,19,16
"T27","160","E","21/02/17",12,2.1993752809084,2.1993752809084,NA,NA,452.362105272624,0.995925605358394,4,19,19
"T27","160","E","2/3/2017",21,0.0382561018297214,0.0382561018297214,NA,NA,7.86842105275867,0.972140121897177,4,19,14
"T27","160","E","9/3/2017",28,0.0550324900304019,0.0550324900304019,NA,NA,11.3189473686661,0.988121300973629,4,19,19
"T27","160","E","14/02/17",5,0.070094390724206,0.070094390724206,NA,NA,14.4168421055944,0.974507421703355,4,19,19
"T27","160","E","16/02/17",7,2.32850433846892,2.32850433846892,NA,NA,478.921052641452,0.949449755359077,4,19,19
"T27","80","A","9/2/2017",0,0.0144938167738572,0.0144938167738572,NA,NA,2.98105263170447,0.925557810782851,4,19,19
"T27","80","A","21/02/17",12,0.0250622248376778,0.0250622248376778,NA,NA,5.15473684222967,0.94028691824117,4,19,16
"T27","80","A","2/3/2017",21,0.028424667500042,0.028424667500042,NA,NA,5.846315789583,0.889739123798873,4,19,19
"T27","80","A","9/3/2017",28,-0.000429901345079406,-0.000429901345079406,NA,NA,-0.088421052654248,-0.0570792916250578,4,19,19
"T27","80","A","14/02/17",5,0.00197549903739309,0.00197549903739309,NA,NA,0.406315789431845,0.145619451368764,4,19,2
"T27","80","A","16/02/17",7,0.0225851742306518,0.0225851742306518,NA,NA,4.6452631579577,0.831563371104918,4,19,19
"T27","80","A","17/02/17",8,0.0450782267447969,0.0450782267447969,NA,NA,9.27157894755039,0.989469675568873,4,19,19
"T27","80","B","9/2/2017",0,0.0199187623171406,0.0199187623171406,NA,NA,4.09684210531145,0.906242529919705,4,19,11
"T27","80","B","21/02/17",12,0.00230304291951336,0.00230304291951336,NA,NA,0.473684210533629,-0.00801120129601318,4,19,16
"T27","80","B","2/3/2017",21,-0.0219966188181377,-0.0219966188181377,NA,NA,-4.52421052642839,0.59474596210468,4,19,19
