Date,ppt_cor
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/1/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,11.43
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/2/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0.508
1/3/2013,0.762
1/3/2013,0.254
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/3/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0.508
1/4/2013,0.762
1/4/2013,0
1/4/2013,0.254
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/4/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0.254
1/5/2013,0
1/5/2013,0.254
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/5/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/6/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0.254
1/7/2013,1.016
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/7/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0.254
1/8/2013,0
1/8/2013,0
1/8/2013,0
1/8/2013,0.254
1/8/2013,0
1/8/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0.254
1/9/2013,0.762
1/9/2013,3.302
1/9/2013,3.048
1/9/2013,1.27
1/9/2013,2.794
1/9/2013,1.27
1/9/2013,0
1/9/2013,0.254
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/9/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,4.318
1/10/2013,3.81
1/10/2013,2.032
1/10/2013,8.13
1/10/2013,14.73
1/10/2013,10.92
1/10/2013,8.64
1/10/2013,3.556
1/10/2013,3.302
1/10/2013,3.302
1/10/2013,1.016
1/10/2013,0.508
1/10/2013,0.254
1/10/2013,0.508
1/10/2013,0.508
1/10/2013,0.254
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0.254
1/10/2013,0.254
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/10/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,2.286
1/11/2013,5.842
1/11/2013,3.81
1/11/2013,10.92
1/11/2013,3.556
1/11/2013,1.016
1/11/2013,0.762
1/11/2013,0.762
1/11/2013,0.254
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,1.016
1/11/2013,3.302
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0.254
1/11/2013,0.254
1/11/2013,0.254
1/11/2013,0.508
1/11/2013,0
1/11/2013,0
1/11/2013,0
1/11/2013,0.762
1/11/2013,1.016
1/11/2013,0.254
1/12/2013,0.254
1/12/2013,0.254
1/12/2013,0.508
1/12/2013,0.762
1/12/2013,0.762
1/12/2013,1.016
1/12/2013,1.016
1/12/2013,0.762
1/12/2013,0.254
1/12/2013,0
1/12/2013,0
1/12/2013,0.254
1/12/2013,0.254
1/12/2013,0.254
1/12/2013,0.762
1/12/2013,0.762
1/12/2013,1.524
1/12/2013,0.762
1/12/2013,0.254
1/12/2013,0
1/12/2013,0
1/12/2013,0
1/12/2013,0
1/12/2013,0
1/12/2013,0
1/12/2013,0
1/12/2013,0
1/12/2013,0
1/12/2013,0
1/12/2013,0
1/12/2013,0.254
1/12/2013,1.524
1/12/2013,0.254
1/12/2013,0
1/12/2013,0
1/12/2013,0
1/12/2013,0.254
1/12/2013,2.286
1/12/2013,3.302
1/12/2013,4.064
1/12/2013,2.286
1/12/2013,0.508
1/12/2013,0
1/12/2013,0
1/12/2013,1.524
1/12/2013,3.302
1/12/2013,0.762
1/12/2013,0.508
1/13/2013,2.794
1/13/2013,1.524
1/13/2013,0.508
1/13/2013,0
1/13/2013,0.254
1/13/2013,1.778
1/13/2013,2.286
1/13/2013,1.524
1/13/2013,0.508
1/13/2013,0.254
1/13/2013,0.762
1/13/2013,0.508
1/13/2013,0.762
1/13/2013,0.508
1/13/2013,2.794
1/13/2013,1.524
1/13/2013,1.524
1/13/2013,1.016
1/13/2013,1.778
1/13/2013,1.016
1/13/2013,0.254
1/13/2013,1.016
1/13/2013,1.016
1/13/2013,1.524
1/13/2013,1.524
1/13/2013,2.286
1/13/2013,1.524
1/13/2013,1.016
1/13/2013,1.27
1/13/2013,0.254
1/13/2013,0.508
1/13/2013,1.27
1/13/2013,0.254
1/13/2013,0
1/13/2013,0
1/13/2013,0.762
1/13/2013,2.794
1/13/2013,0.254
1/13/2013,0.762
1/13/2013,4.318
1/13/2013,1.27
1/13/2013,1.016
1/13/2013,1.27
1/13/2013,0.508
1/13/2013,0.762
1/13/2013,1.016
