Date,ppt_cor
1/13/2013,0.762
1/13/2013,0.508
1/14/2013,1.016
1/14/2013,0.508
1/14/2013,0.254
1/14/2013,0.254
1/14/2013,0
1/14/2013,0.254
1/14/2013,0.762
1/14/2013,3.81
1/14/2013,2.032
1/14/2013,0.508
1/14/2013,1.27
1/14/2013,1.778
1/14/2013,1.016
1/14/2013,0.762
1/14/2013,0.508
1/14/2013,0.254
1/14/2013,0
1/14/2013,0.254
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/14/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0.254
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0
1/15/2013,0.254
1/15/2013,0
1/15/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0.254
1/16/2013,0.254
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0.254
1/16/2013,0.762
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,8.13
1/16/2013,0.508
1/16/2013,0
1/16/2013,0.254
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/16/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0.254
1/17/2013,0.508
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,1.524
1/17/2013,0.254
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0.254
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/17/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0.254
1/18/2013,0.254
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/18/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/19/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,26.67
1/20/2013,40.64
1/20/2013,9.14
1/20/2013,3.81
1/20/2013,1.016
1/20/2013,0
1/20/2013,1.27
1/20/2013,0.762
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,2.286
1/20/2013,0.254
1/20/2013,9.14
1/20/2013,14.73
1/20/2013,38.86
1/20/2013,2.54
1/20/2013,1.016
1/20/2013,0.762
1/20/2013,0.254
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,0
1/20/2013,2.032
1/20/2013,0
1/20/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0.762
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0.254
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,3.81
1/21/2013,11.18
1/21/2013,0.254
1/21/2013,0.254
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0.254
1/21/2013,0.508
1/21/2013,0.762
1/21/2013,0.508
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/21/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0.254
1/22/2013,0.254
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/22/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,1.016
1/23/2013,2.032
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,5.08
1/23/2013,1.524
1/23/2013,0.762
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,2.54
1/23/2013,1.524
1/23/2013,1.778
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0.254
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/23/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0.254
1/24/2013,0.508
1/24/2013,0
1/24/2013,0
1/24/2013,0.254
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0.254
1/24/2013,0.254
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0.762
1/24/2013,0.254
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/24/2013,0
1/25/2013,0
1/25/2013,0
1/25/2013,0
1/25/2013,0
1/25/2013,0
1/25/2013,0
1/25/2013,4.826
1/25/2013,1.016
1/25/2013,0
1/25/2013,0
1/25/2013,0
1/25/2013,0.254
1/25/2013,5.08
1/25/2013,3.302
1/25/2013,2.54
1/25/2013,3.048
1/25/2013,2.032
1/25/2013,0.762
1/25/2013,0
1/25/2013,0
1/25/2013,0
1/25/2013,0
1/25/2013,1.016
1/25/2013,0.254
1/25/2013,1.016
1/25/2013,6.604
1/25/2013,3.556
1/25/2013,2.54
1/25/2013,1.27
1/25/2013,3.556
1/25/2013,0.762
1/25/2013,0.508
1/25/2013,0
1/25/2013,0
1/25/2013,0
1/25/2013,0
1/25/2013,0
1/25/2013,0
1/25/2013,0
1/25/2013,0.254
1/25/2013,0
1/25/2013,0
1/25/2013,0
1/25/2013,0.254
1/25/2013,0
1/25/2013,0.254
1/25/2013,0
1/25/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0.254
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0.254
1/26/2013,0.254
1/26/2013,0
1/26/2013,0
1/26/2013,0.254
1/26/2013,0.254
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0.254
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,2.032
1/26/2013,0.508
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/26/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,2.286
1/27/2013,0.762
1/27/2013,0.254
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/27/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,1.016
1/28/2013,15.24
1/28/2013,1.524
1/28/2013,1.778
1/28/2013,0.254
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0
1/28/2013,0.254
1/28/2013,0.254
1/28/2013,0.508
1/29/2013,0.508
1/29/2013,2.54
1/29/2013,2.032
1/29/2013,0.254
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,1.016
1/29/2013,1.016
1/29/2013,0.508
1/29/2013,0
1/29/2013,1.016
1/29/2013,0.254
1/29/2013,1.016
1/29/2013,0.508
1/29/2013,2.032
1/29/2013,0
1/29/2013,2.794
1/29/2013,3.556
1/29/2013,4.572
1/29/2013,5.08
1/29/2013,2.794
1/29/2013,2.032
1/29/2013,2.286
1/29/2013,0.762
1/29/2013,0.254
1/29/2013,0.508
1/29/2013,0.254
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/29/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0.254
1/30/2013,9.65
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0
1/30/2013,0.762
1/30/2013,0.508
1/30/2013,0
1/30/2013,4.318
1/30/2013,1.016
1/30/2013,0.762
1/30/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0.254
1/31/2013,0
1/31/2013,0.254
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0.762
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,2.032
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0.508
1/31/2013,1.778
1/31/2013,0.508
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
1/31/2013,0
2/1/2013,0
